id,PIM010,PIM014,PIM024,PIM051,PIM025,PIM038,PIM040,PIM046,PIM053,PIM056,PIM068,PIM077,PIM091,PIM137,PIM172,PIM163,PIM164,PIM190,PIM231,PIM269,PIM242,PIM254,PIM311,PIM262,PIM284,PIM321,PIM300,PIM328,PIM387,PIM402,PIM407,PIM388,PIM393,PIM404
REACTOME_SIGNALING_BY_HIPPO,3.2902,5.342,4.9851,5.0946,4.3245,4.1428,3.0382,3.2667,3.3892,5.0294,4.3778,4.5825,4.4691,3.6563,4.3129,3.5444,1.7629,4.5566,4.0947,4.1896,4.5757,5.0833,5.2858,4.9869,4.4008,3.991,4.0032,3.2399,4.3882,4.1494,4.1081,4.4357,4.9331,4.7661
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,6.0112,7.4102,7.1826,6.4183,6.5728,6.6493,7.0335,5.8506,7.4345,6.9383,5.3313,7.1905,6.7585,5.6882,6.7994,5.4927,5.7078,6.9204,7.4804,6.9291,6.975,5.9478,6.8673,5.8461,5.7304,6.1948,7.2649,6.0397,4.917,4.3314,4.4873,6.715,6.9419,5.9175
REACTOME_FCGR_ACTIVATION,-2.0831,-1.9149,-2.3651,-2.4277,-2.5328,-2.7785,-2.4442,-2.9713,-2.4603,-3.0443,-2.0749,-2.1621,-3.1762,-3.2816,-2.6148,-2.0265,-3.9832,-3.2041,-2.7149,-1.9633,-2.4883,-2.2147,-1.9628,-2.4594,-2.2276,-1.7729,-2.2843,-3.1652,-2.6931,-3.3343,-3.4501,-1.6785,-1.9382,-2.1297
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,1.119,0.6565,0.7015,0.407,0.2725,-0.1837,1.4789,-0.0797,0.5308,0.7306,-0.5874,1.1586,0.3917,0.3267,1.0204,-1.3986,-0.4749,0.0766,1.1256,1.511,0.5638,-0.3428,0.1286,0.8572,0.4961,0.571,1.3547,0.8928,-0.5486,-1.453,-1.2859,-0.4999,0.5366,-0.629
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION,1.8688,0.8283,0.6486,0.244,1.8133,2.7561,-1.0582,-0.1524,-0.1111,0.4938,1.4616,1.1165,-0.6459,1.6857,1.3748,0.1887,-0.6192,-0.7833,2.1231,-0.6097,-0.9657,0.7686,0.5036,1.8282,1.8216,1.3002,1.0591,0.7245,0.4265,0.871,1.1758,0.091,0.5116,0.0732
REACTOME_ENOS_ACTIVATION,0.7747,1.3213,1.422,1.6519,2.3267,2.5507,2.5058,1.5683,2.3826,1.9355,0.1699,1.55,1.9916,1.7458,1.7388,1.8981,0.3668,2.5982,1.4379,1.5982,1.3518,1.2954,1.4871,2.3719,2.3056,1.8442,2.6573,2.745,1.1843,1.9645,0.4386,2.9396,3.0805,3.2614
REACTOME_MICRORNA_MIRNA_BIOGENESIS,6.0033,5.8575,6.3564,5.6897,5.6012,5.0602,6.2135,6.4116,6.1296,5.2388,6.2668,6.2818,5.4463,6.6844,6.2806,5.839,6.0899,5.7282,5.4976,5.9418,5.8782,5.4247,5.4584,5.484,5.5736,5.6894,5.6603,5.5103,6.1037,5.8997,6.128,5.3802,5.3172,5.6954
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,6.1515,5.9261,5.5991,6.5981,7.5447,8.3529,7.129,7.3426,8.145,7.0994,7.0155,5.916,8.3802,7.7636,7.7905,6.2612,5.571,7.8208,7.5246,7.1074,6.839,6.0162,7.1298,6.6683,6.0778,6.3079,6.5602,7.2313,5.1591,5.0965,4.8715,6.4546,6.9948,6.9829
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,2.8082,2.1818,2.444,2.3559,3.2539,2.9964,3.9904,3.2581,2.5016,3.3143,2.8735,3.1576,3.3409,3.6736,3.9641,2.142,2.8721,3.6199,2.6099,2.9857,3.0866,2.4155,3.3209,3.1113,3.2036,3.8045,3.5414,3.0764,3.343,3.6748,3.6688,2.9454,2.881,2.8684
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,0.8723,2.9762,1.9954,2.4162,2.9824,3.3691,2.3576,2.858,2.3939,2.0382,1.644,2.0249,3.7761,2.5011,2.3801,0.9643,2.1462,3.1336,0.9242,2.147,2.0846,2.026,1.4848,2.8819,2.6899,2.1065,1.4073,2.5966,1.849,1.4707,1.368,2.8171,2.9499,2.808
REACTOME_LINOLEIC_ACID_LA_METABOLISM,0.1559,2.1383,1.2727,1.7125,1.0694,1.4667,0.6327,1.683,1.3969,1.5463,0.573,0.5522,2.2649,1.357,1.0357,-0.3493,0.8466,1.853,-0.5254,0.6295,0.8232,0.6608,0.2686,1.764,1.6915,0.8635,0.3032,1.3853,0.9685,0.5499,0.1995,1.1347,1.3276,1.2392
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,4.2982,5.1548,4.668,4.3208,5.6029,5.0999,0.6518,3.6276,3.7125,4.2762,2.6495,3.6431,2.952,3.2865,3.2207,3.3797,3.5552,3.8581,5.833,4.2526,4.1828,4.6068,4.3047,4.0718,3.3903,3.756,4.0216,4.0136,2.7402,1.966,1.8312,4.9404,5.6621,4.8987
REACTOME_NADE_MODULATES_DEATH_SIGNALLING,0.9846,0.4807,0.0361,0.5291,2.0478,2.0161,-0.424,1.3737,-0.3207,0.7746,0.6283,-0.0489,-0.0145,1.0095,1.5637,0.5207,1.1239,0.4266,2.183,0.6095,0.8976,0.7189,0.697,0.6482,0.6238,1.1731,1.2481,1.4343,0.73,0.7121,0.5656,1.6818,1.5427,1.2392
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,3.1735,3.1774,2.8825,2.9774,3.5124,3.7533,2.7456,4.0885,2.9606,3.6912,2.3361,2.773,2.5216,2.8091,3.1266,3.0001,3.138,2.6193,3.9225,3.152,3.2439,3.3949,3.328,3.1709,3.1537,2.978,2.9465,3.2794,2.9509,2.8289,2.8101,3.5106,3.457,3.1813
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES,3.4952,3.4996,3.6153,3.6026,4.6932,4.5432,3.5515,4.06,3.4242,4.8072,3.2167,3.6787,3.5596,3.6359,4.0122,3.2126,3.3278,3.3389,3.6768,3.6928,3.6959,3.6873,3.8034,3.6598,3.7124,3.5669,3.5838,3.638,3.0603,3.3054,3.0447,4.5951,4.5118,3.8686
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,3.6327,3.8264,3.4771,3.7214,5.0756,4.8367,3.5129,4.6997,3.607,5.1607,3.2788,4.0548,3.9685,4.0001,4.0571,3.5747,3.7246,3.4634,4.5843,3.9142,3.9214,4.0722,3.9135,4.0087,3.5547,3.8753,3.5629,4.041,3.2046,3.6015,3.2407,4.5561,4.3459,4.0243
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES,-6.4835,-6.1431,-6.4273,-5.889,-6.6399,-6.497,-6.0444,-6.5515,-4.8813,-6.1012,-6.2016,-5.6231,-6.1225,-6.2557,-6.5079,-6.1833,-5.7687,-6.1034,-6.6162,-6.207,-6.548,-6.2143,-6.2914,-6.1186,-5.4681,-6.5476,-6.8507,-5.9901,-5.622,-6.6696,-6.0569,-6.0142,-6.0413,-6.6938
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,-2.4782,-4.8486,-4.4832,-4.6013,-3.4366,-3.2167,-3.1689,-3.6398,-3.4317,-2.8904,-3.4501,-3.9699,-3.5278,-3.3786,-3.9061,-4.4329,-3.2266,-4.2902,-3.5577,-4.2946,-3.7788,-4.035,-4.4314,-2.2211,-2.5526,-2.2576,-4.1572,-4.7279,-3.7889,-3.7961,-4.0962,-4.4399,-4.1532,-3.9713
REACTOME_THYROXINE_BIOSYNTHESIS,-4.0901,-4.2566,-4.1796,-3.8967,-5.0231,-4.906,-4.6383,-4.6038,-3.0324,-4.7023,-4.5475,-3.5136,-4.1949,-4.3958,-4.4543,-4.1152,-4.4809,-4.5397,-4.5846,-4.3554,-4.5312,-4.8194,-4.2987,-4.7047,-4.5023,-4.5153,-4.4175,-4.5184,-4.6943,-5.1528,-4.9609,-4.1608,-4.7934,-4.3933
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE,-2.623,-2.1404,-2.0094,-2.3029,-0.6258,-1.0046,0.7191,-1.2125,-1.6824,-1.1621,-1.2897,-0.4865,-0.7557,-1.3131,-2.1424,-0.9794,0.9773,-0.2104,-0.8217,-2.0912,-1.7127,-2.7191,-2.5964,-0.6389,-0.4224,-1.9314,-1.7208,-2.2349,0.1756,-0.7176,0.6071,-1.4455,-1.4005,-1.5558
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS,3.398,3.3483,2.8329,2.6462,3.7819,3.9408,3.3412,2.7009,2.1834,2.5863,2.9997,3.1473,2.2702,3.3573,3.2858,2.6874,2.6663,2.3189,3.7064,3.5557,3.7262,2.2682,2.4816,4.0393,4.1873,3.7192,2.8617,3.2983,2.9444,2.1811,3.4284,2.8326,3.3924,2.8335
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS,0.7137,-0.4861,-0.3292,-0.4522,-1.2235,-0.9579,-2.2315,-1.9715,-0.9355,-0.8778,-0.2497,-0.8889,-1.2156,-0.2718,-1.0464,-1.9874,1.3766,-1.2887,-1.4896,-0.8081,-0.865,-1.6008,-1.124,-1.4081,-0.9064,-2.1772,-2.7513,-1.6007,0.6765,0.7509,0.4673,-1.5224,-1.611,-1.9191
REACTOME_PECAM1_INTERACTIONS,-0.0138,0.8475,-0.2522,-0.2368,0.0434,0.9546,1.0542,0.2736,0.8381,0.6692,1.7054,1.0998,-0.4704,-0.1881,0.4202,-0.1884,-0.4229,0.5748,0.5164,0.9293,0.5151,0.192,-0.0776,0.2018,0.0909,0.6494,0.7946,-0.0554,-1.2774,-1.057,-0.8845,0.2533,0.3136,0.2317
REACTOME_BASIGIN_INTERACTIONS,3.5918,0.8013,1.4708,0.9445,3.0307,3.341,3.2028,2.8387,2.2667,3.2426,1.3757,3.4104,2.1351,1.3445,2.2336,1.3814,1.6239,2.5916,2.6681,2.3607,2.6377,2.7436,2.1229,2.5212,1.9644,2.6921,4.0294,2.2562,1.6285,2.8123,1.801,2.3158,2.3042,2.4239
REACTOME_TIE2_SIGNALING,2.643,2.0265,1.792,2.1497,1.4235,0.9118,2.2271,2.5296,1.2602,1.3084,1.6386,2.458,1.3555,2.0395,1.6679,0.7939,1.2246,1.7182,2.3667,1.9783,1.6536,1.5716,1.8133,1.9023,1.5087,2.369,3.4381,2.9056,0.6815,1.5889,1.1714,1.5334,2.3366,1.79
REACTOME_GENE_SILENCING_BY_RNA,7.738,9.6236,9.4771,9.3764,8.2173,8.6198,9.255,8.495,8.9038,7.6001,9.8132,8.9741,7.7504,9.328,9.2932,8.7151,8.9872,8.0038,6.9462,8.0634,8.0508,8.9658,8.8962,9.7298,9.157,8.4427,9.5191,7.8004,9.084,9.4225,10.6405,8.7642,7.8783,7.9919
REACTOME_BIOLOGICAL_OXIDATIONS,-3.1276,-2.0482,-2.3394,-0.9465,0.6269,0.0543,0.1256,1.1451,1.4613,-2.4844,-1.6091,-1.043,1.585,-0.3969,0.7226,-2.5405,-1.2235,-0.6776,-0.2637,-0.9833,-1.3504,-0.9164,1.9769,-1.2577,-0.6168,1.2941,-0.0281,-0.8134,-0.8275,-0.8172,-1.3546,-0.6661,0.2843,-0.0215
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,-4.5134,-5.0541,-5.2803,-5.0289,-4.958,-4.9679,-4.8984,-5.5989,-5.0399,-5.1754,-4.4659,-4.6779,-3.9014,-4.0443,-4.6712,-5.0088,-4.1813,-5.6204,-5.4972,-5.5778,-5.4288,-4.7202,-1.8271,-5.0281,-5.0942,-5.1428,-5.2249,-5.2106,-4.4647,-4.9597,-5.6047,-4.4812,-4.1814,-5.1647
REACTOME_VITAMINS,-2.0423,-2.5829,-2.6785,-2.6845,-2.7182,-2.7415,-3.2323,-3.0237,-3.0143,-2.3006,-2.0103,-2.6541,-2.797,-2.2143,-2.7835,-1.9759,-2.9883,-2.5343,-3.493,-2.9263,-3.0489,-2.4992,-2.0064,-3.1684,-3.3989,-3.1986,-2.4121,-3.3597,-1.5574,-2.2417,-2.6331,-3.4517,-3.1911,-3.2647
REACTOME_FATTY_ACIDS,-4.0748,-3.2421,-3.3304,-3.0733,-3.9667,-4.235,-2.0131,-3.5725,-2.9769,-3.4339,-4.0891,-3.4446,-1.7046,-3.728,-3.2941,-3.929,-3.3102,-3.5267,-3.8658,-4.0166,-3.8476,-3.3581,-2.6079,-3.1575,-2.6483,-3.17,-3.985,-3.7311,-4.1388,-3.9314,-3.6848,-4.1936,-3.516,-3.357
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,-3.8741,-5.1944,-5.3908,-4.2159,-2.9368,-4.0713,-2.9153,-3.4307,-3.414,-4.444,-4.1148,-3.0579,-1.9012,-2.9273,-2.9696,-5.3941,-3.3921,-4.8528,-4.7329,-4.0103,-4.4466,-4.6162,-1.6956,-4.5095,-4.218,-3.7001,-3.8989,-3.9788,-3.2404,-3.3933,-3.8322,-3.5949,-2.7005,-3.5918
REACTOME_MISCELLANEOUS_SUBSTRATES,-4.635,-4.086,-3.9161,-3.8267,-4.7021,-4.8266,-4.0958,-4.1046,-3.834,-4.6678,-4.3719,-3.7765,-3.4091,-4.5169,-4.9565,-4.3549,-3.5788,-4.1913,-4.6048,-4.4803,-4.606,-4.2107,-3.7295,-3.5856,-3.5806,-4.1555,-4.6949,-4.5486,-4.3946,-4.7281,-4.5938,-4.5207,-4.1847,-3.7218
REACTOME_ENDOGENOUS_STEROLS,0.4579,-1.6012,-1.8131,-1.2979,0.1946,0.5667,-1.075,-1.5116,-1.3408,-1.1793,0.2083,-0.0744,-0.7576,-0.4303,-0.8146,-1.3848,-0.5573,-2.2643,0.0093,-0.899,-0.7872,-0.2631,1.7158,-0.9582,-0.7547,-0.5849,0.2784,-0.4295,0.2832,-0.1737,-0.9393,0.5694,0.2069,-0.7638
REACTOME_EICOSANOIDS,-4.0485,-3.4963,-3.6267,-3.4321,-4.6962,-4.2437,-3.9346,-4.0141,-4.3084,-4.1449,-4.3323,-3.4932,-3.4015,-4.1174,-4.0994,-4.4839,-3.4688,-3.5362,-4.1492,-4.3519,-4.201,-3.7543,-2.8706,-3.6267,-2.7584,-4.0587,-4.3354,-4.3904,-4.2009,-4.7349,-4.6864,-3.9323,-3.846,-3.69
REACTOME_XENOBIOTICS,-3.3861,-2.366,-2.4676,-2.5415,-3.3525,-2.9055,-1.5691,-3.3915,-2.7097,-2.2616,-3.0685,-2.3249,-2.2222,-2.0702,-2.4432,-3.9106,-1.4785,-3.673,-2.8084,-2.9123,-2.9846,-2.7893,-1.4832,-2.0129,-2.3149,-2.7314,-3.0108,-3.0223,-2.4975,-2.6169,-2.8356,-2.6551,-2.6609,-2.6325
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,9.5688,11.0452,11.5088,10.4801,9.154,9.6866,9.9843,9.3502,10.3286,9.2972,9.9301,11.2905,8.2481,9.6663,10.5461,10.802,10.1262,9.7465,9.3791,9.9488,9.542,10.5349,9.1416,9.7278,11.2527,10.1529,10.0032,10.1324,9.9351,11.341,10.554,10.1475,9.6216,10.453
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,6.4211,6.7354,6.7794,6.4443,6.4807,6.2723,6.34,6.4465,5.1422,5.8906,6.7785,6.556,4.9709,6.9848,6.7526,6.9068,6.2968,6.1099,5.8822,7.0425,7.3133,5.7219,5.69,6.1809,6.5046,6.2344,6.434,5.9564,5.7171,5.5733,5.6417,5.6079,5.8689,5.6066
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,2.3919,3.057,3.5345,3.0109,2.9081,3.6915,2.0447,2.5364,3.0337,3.0159,2.4617,3.573,3.1418,2.4251,1.5922,2.6361,3.2388,2.8563,2.4714,2.3567,2.8584,2.3818,2.4521,3.5923,4.1823,3.4397,3.984,3.4764,3.3175,2.6057,2.869,2.4339,3.0251,2.8069
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,4.1917,4.4612,4.3453,4.2321,3.8163,4.1113,3.8095,3.6638,3.6924,3.5893,3.9665,4.0968,2.2953,3.4806,4.3272,4.1694,4.749,4.2313,3.4895,3.6104,3.3635,4.2516,3.5402,4.9755,4.6427,4.2412,4.5984,3.9763,4.8019,4.5047,4.5592,4.0929,3.8334,3.9183
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,-2.5633,-3.7792,-3.5372,-3.5408,-0.6434,-0.8977,-1.7735,-2.5013,-2.4399,-2.67,-2.0135,-1.8287,-1.9265,-2.0942,-2.8609,-2.3783,1.0685,-2.1675,-1.5176,-3.5952,-2.5959,-3.995,-3.5967,-2.0949,-1.6624,-2.05,-2.3591,-2.6949,-0.8001,-1.5927,-1.2743,-1.8312,-2.0598,-1.5087
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA,-3.4786,-1.0735,-2.0115,-0.9182,-2.2431,-2.742,-1.3098,-2.4861,-0.9472,-1.2514,-2.244,-2.3118,-0.8706,-1.5346,-1.9836,-1.1353,-4.3655,-2.0629,-2.3161,-1.8585,-1.8188,-3.195,-2.4399,0.0533,-0.5698,-2.3524,-1.6189,-1.2267,-4.2024,-3.9955,-3.7398,-1.6637,-1.0184,-1.636
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,3.0212,-5.3518,-5.5172,-5.186,0.8018,0.5258,-3.4269,0.5267,-3.449,0.4296,-2.6928,-2.2547,-1.9363,-1.1141,-1.332,-3.3705,-3.8661,-1.9993,2.5498,-2.598,-3.2852,-1.7574,-1.9856,-0.7736,-1.3276,-3.7619,1.5825,0.1139,-0.9474,-1.1231,-0.6034,-1.4834,-0.0804,-3.1408
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,8.3198,7.1536,7.085,6.6513,10.0581,10.1439,6.8185,8.5558,7.8886,8.6535,6.7114,7.9073,8.9889,7.7818,7.6629,6.7145,8.8629,8.0322,9.8612,7.8547,6.5547,9.0281,6.0802,6.7495,6.836,7.1713,7.5989,8.3911,7.4258,7.0148,5.9699,8.922,9.1138,8.9385
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,-0.9802,0.8888,-0.3721,-0.3751,-0.6313,-0.6987,-0.2203,-0.0908,-0.0615,-0.7886,-0.4411,-0.7012,0.4335,-0.4684,0.0899,-0.7249,0.0704,-0.6672,-0.7233,0.3093,0.3876,0.6216,0.8554,-1.0615,-0.7774,-0.6035,-0.6403,-0.5784,-0.7699,-0.5434,-0.6725,-0.5309,-0.3331,-0.7738
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX_,-4.3041,-1.8995,-2.2612,-2.4672,-3.6131,-4.0085,-2.3329,-2.8623,-2.0962,-3.35,-3.3242,-2.4749,-1.0559,-3.4151,-2.7595,-3.7371,-2.0599,-2.4186,-2.3968,-2.5885,-1.9271,-1.9239,-0.6579,-2.6231,-2.3222,-3.1778,-3.2163,-3.3052,-4.0989,-3.5532,-3.6709,-2.9291,-2.7334,-2.3291
REACTOME_SYNTHESIS_OF_LIPOXINS_LX_,-2.8163,-1.01,-1.65,-2.449,-2.6393,-3.3446,-2.6608,-2.1904,-2.5044,-3.082,-2.2498,-2.5285,-1.8352,-2.9067,-2.1252,-3.1386,-0.8836,-2.2657,-2.6555,-2.203,-1.6259,-1.2475,-1.4,-2.4363,-2.0205,-2.7468,-2.5207,-3.0888,-2.6093,-2.2394,-2.5386,-2.8082,-2.5386,-2.723
REACTOME_ARACHIDONIC_ACID_METABOLISM,-4.0953,-2.9255,-3.7164,-3.3334,-3.0981,-3.6063,-1.8589,-2.592,-2.9886,-3.3785,-4.2004,-2.3048,-1.1445,-3.4704,-2.1117,-4.4004,-3.756,-2.2228,-1.9183,-2.6037,-2.2222,-2.5266,-0.16,-3.0705,-2.9777,-3.7699,-2.5143,-3.8035,-4.3745,-4.5971,-4.0848,-3.4677,-2.9968,-3.2389
REACTOME_UBIQUINOL_BIOSYNTHESIS,1.5775,2.3094,1.727,2.5835,0.2847,0.8405,2.3009,2.648,2.6159,2.3043,2.1428,1.1914,2.0225,1.8885,2.3379,1.5463,1.5623,2.1854,0.9942,1.9099,1.0047,0.5138,1.2904,2.5448,2.5711,2.5268,1.3142,0.9882,2.0044,2.4562,2.7449,2.0127,1.7519,2.5328
REACTOME_HYALURONAN_METABOLISM,1.3529,0.4753,-0.1818,1.2237,2.5711,1.2607,2.2339,1.1227,1.1008,2.1744,0.2488,1.5102,1.0331,0.7671,1.3705,1.1102,0.7792,1.9566,1.1124,0.4714,0.8244,1.1721,1.7551,1.6608,1.3346,0.8231,1.7072,0.9759,0.1615,0.5308,1.048,1.1324,0.9953,1.0278
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,5.0512,4.0817,4.6304,4.52,3.6713,3.4713,3.4618,3.0546,3.6862,4.0161,4.3726,4.1678,3.7923,3.9474,3.7077,3.7544,4.4433,4.3731,3.2942,3.6651,3.9378,4.2108,4.7924,3.7329,3.1431,3.8667,4.0221,3.8519,5.0516,5.4469,5.3317,4.4072,4.2494,4.0434
REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION,-1.6154,-2.9967,-2.0313,-2.0939,-0.3956,-1.7688,-0.4892,-1.4993,-1.6036,-1.3511,-1.9679,-1.6273,-1.5016,-1.4734,-1.6757,-0.7869,-0.9513,-1.6775,-2.6606,-2.4949,-2.2623,-0.7605,-1.3765,-2.4319,-2.7986,-1.7773,-1.7745,-1.2982,-1.4779,-1.29,-0.9995,-1.8257,-1.8039,-1.5189
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,-0.2982,-7.3955,-7.6734,-7.8912,-1.0919,0.2272,-7.2312,-3.9572,-7.6368,0.091,-5.0117,-4.2234,-7.6563,-4.5742,-3.9722,-5.2496,-9.5651,-4.3607,0.5806,-4.0622,-5.3774,-2.9411,-3.505,-5.1547,-5.76,-4.9871,-0.435,-3.2342,-5.573,-5.606,-3.9602,-5.4831,-5.2021,-6.8707
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION,2.0319,2.7499,1.9605,3.1617,3.3483,3.2974,4.1589,2.8941,3.2073,3.284,2.0046,2.7926,3.4268,2.4981,3.0859,2.9458,2.1542,3.9841,2.6416,2.385,2.5804,2.8473,2.848,3.2703,3.4459,2.6543,3.0329,3.0237,1.5829,1.8067,2.2474,3.1074,3.1102,3.2591
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM,-2.7899,-1.4301,-1.8729,-1.504,-2.5191,-2.3283,-1.3842,-2.1149,-1.6847,-2.1266,-2.2877,-2.2292,-2.3527,-1.5883,-2.0799,-1.9059,-1.8392,-1.4096,-2.4743,-2.4653,-2.3223,-2.337,-2.8907,-2.1214,-2.1621,-2.3004,-1.9013,-1.6968,-2.0002,-0.9555,-1.8918,-2.5675,-2.2273,-2.2813
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX_,-1.0152,-2.8962,-2.3826,-2.4192,-1.961,-2.0568,-0.9812,-1.2907,-3.0228,-1.2404,-2.8681,-1.4451,-2.5609,-2.2764,-1.8454,-2.6592,-2.6861,-0.9755,-1.1753,-2.8032,-2.4582,-1.8944,-1.3189,-1.3766,-0.3871,-2.7556,-0.9279,-2.9563,-2.5619,-2.7883,-2.4635,-2.2035,-1.8393,-2.192
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,-4.2275,-5.4126,-5.7865,-5.7156,-4.4595,-5.0526,-5.3513,-5.5172,-5.6541,-4.816,-4.5492,-4.8367,-4.7969,-4.2392,-4.7438,-4.6621,-5.2062,-5.5585,-5.1056,-5.0409,-4.9665,-5.5071,-4.7664,-5.6112,-4.9518,-5.3888,-5.5345,-5.8412,-5.1055,-4.8388,-4.6912,-5.4117,-5.2353,-5.5044
REACTOME_DAP12_INTERACTIONS,1.7988,2.5706,1.3557,1.4527,2.3158,1.7373,0.5311,2.18,1.4293,2.1161,0.1374,2.5297,2.2064,1.2986,1.5103,1.132,1.5886,1.2384,1.6484,2.2899,1.7764,1.9335,1.4626,-0.725,-0.0579,1.3934,3.1783,2.7987,-0.4616,1.3766,-1.3337,2.633,3.3381,3.0146
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,1.6277,-2.4422,-2.9819,-2.8091,0.4555,0.4749,-2.4242,-1.4122,-2.7095,0.3616,0.5418,-0.5159,-1.8246,0.6346,-0.045,0.1469,-2.7053,-1.3163,-1.3328,-1.3475,-1.49,-0.1064,0.4963,-1.4497,0.0121,-0.9541,-0.1605,-1.4258,-1.2159,-0.3199,-0.5101,-1.8673,-1.8596,-2.527
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,6.3101,6.5332,6.1946,6.3667,6.9852,6.8899,4.2325,5.7747,6.2107,6.8826,6.4285,6.2017,6.1055,6.7999,6.2716,6.0523,5.6021,6.0966,6.3804,6.1989,5.7367,5.8856,6.4302,6.7991,6.3529,5.8883,6.2924,6.086,5.7292,6.4964,6.0053,6.673,6.6771,6.558
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,6.8821,7.9564,6.9693,7.1014,7.5032,7.9785,5.1871,6.3295,6.3288,8.1091,7.3677,6.6017,6.8355,7.5675,7.1497,6.5131,6.0655,7.2034,7.171,6.8648,6.3145,6.4725,6.639,7.2723,7.5167,6.7432,7.2136,7.3352,6.2829,7.2603,6.7878,7.5946,7.4543,7.4043
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_,4.7833,5.1862,5.1179,4.5479,4.8237,5.1672,4.1665,4.5967,4.8253,5.6029,4.2626,5.0966,6.2484,5.2107,5.2612,4.1627,4.5134,4.8513,5.3111,5.0759,5.1326,5.0952,4.8643,5.2077,5.0268,5.1615,4.9347,4.8172,4.2069,4.8938,4.3573,5.7167,5.6085,5.9406
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,7.6512,7.5855,7.2506,7.413,7.0885,7.4543,5.221,6.2373,6.703,6.7433,7.0794,7.7273,6.0836,7.6858,7.3222,7.2007,6.2636,6.2753,6.5137,7.478,6.3363,7.2177,7.5236,8.0424,7.873,7.3267,7.2647,5.6104,6.2884,7.4853,6.7747,7.0941,7.8963,7.1373
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,6.419,6.8221,6.6604,6.6274,6.3448,6.5126,5.6573,5.6925,6.399,6.8798,6.7482,7.1336,5.457,6.4272,6.0938,6.5128,5.5224,5.726,6.3629,6.3174,6.0779,6.2005,6.4353,6.9042,6.8569,6.5395,6.4932,5.2906,5.5313,6.1296,6.0297,6.0693,6.6925,6.3939
